0.0,0.622
0.008,0.622
0.0159,0.622
0.0239,0.622
0.0319,0.622
0.0399,0.622
0.0478,0.622
0.0558,0.622
0.0638,0.622
0.0718,0.622
0.0797,0.622
0.0877,0.622
0.0957,0.622
0.1037,0.622
0.1116,0.622
0.1196,0.622
0.1276,0.622
0.1356,0.622
0.1435,0.622
0.1515,0.622
0.1595,0.622
0.1675,0.622
0.1754,0.622
0.1834,0.622
0.1914,0.622
0.1994,0.622
0.2073,0.622
0.2153,0.622
0.2233,0.622
0.2313,0.622
0.2392,0.622
0.2472,0.622
0.2552,0.622
0.2632,0.622
0.2711,0.622
0.2791,0.622
0.2871,0.622
0.2951,0.622
0.303,0.622
0.311,0.622
0.319,0.622
0.327,0.622
0.3349,0.622
0.3429,0.622
0.3509,0.622
0.3589,0.622
0.3668,0.622
0.3748,0.622
0.3828,0.622
0.3908,0.622
0.3987,0.622
0.4067,0.622
0.4147,0.622
0.4227,0.622
0.4306,0.622
0.4386,0.622
0.4466,0.622
0.4546,0.622
0.4625,0.622
0.4705,0.622
0.4785,0.622
0.4865,0.622
0.4944,0.622
0.5024,0.622
0.5104,0.622
0.5184,0.622
0.5263,0.622
0.5343,0.622
0.5423,0.622
0.5503,0.622
0.5582,0.622
0.5662,0.622
0.5742,0.622
0.5822,0.622
0.5901,0.622
0.5981,0.622
0.6061,0.622
0.6141,0.622
0.622,0.622
0.0239,0.6141
0.0478,0.6141
0.0558,0.6141
0.0957,0.6141
0.1116,0.6141
0.1196,0.6141
0.1356,0.6141
0.1914,0.6141
0.2153,0.6141
0.2233,0.6141
0.2313,0.6141
0.2392,0.6141
0.2632,0.6141
0.2711,0.6141
0.2791,0.6141
0.2951,0.6141
0.311,0.6141
0.327,0.6141
0.3429,0.6141
0.3748,0.6141
0.3828,0.6141
0.4227,0.6141
0.4306,0.6141
0.4466,0.6141
0.4546,0.6141
0.4625,0.6141
0.4705,0.6141
0.4785,0.6141
0.4865,0.6141
0.5024,0.6141
0.5263,0.6141
0.5423,0.6141
0.5503,0.6141
0.5582,0.6141
0.5662,0.6141
0.5901,0.6141
0.5981,0.6141
0.6141,0.6141
0.622,0.6141
0.0239,0.6061
0.0478,0.6061
0.0558,0.6061
0.0957,0.6061
0.1116,0.6061
0.1196,0.6061
0.1356,0.6061
0.1914,0.6061
0.2153,0.6061
0.2233,0.6061
0.2313,0.6061
0.2392,0.6061
0.2632,0.6061
0.2711,0.6061
0.2791,0.6061
0.2951,0.6061
0.311,0.6061
0.327,0.6061
0.3429,0.6061
0.3748,0.6061
0.3828,0.6061
0.4227,0.6061
0.4306,0.6061
0.4466,0.6061
0.4546,0.6061
0.4625,0.6061
0.4705,0.6061
0.4785,0.6061
0.4865,0.6061
0.5024,0.6061
0.5263,0.6061
0.5423,0.6061
0.5503,0.6061
0.5582,0.6061
0.5662,0.6061
0.5901,0.6061
0.5981,0.6061
