14.796,14.796
15.207,14.796
15.618,14.796
16.029,14.796
16.44,14.796
16.851,14.796
17.262,14.796
17.673,14.796
18.084,14.796
18.495,14.796
18.906,14.796
19.317,14.796
19.728,14.796
20.139,14.796
20.55,14.796
20.961,14.796
21.372,14.796
21.783,14.796
22.194,14.796
22.605,14.796
23.016,14.796
23.427,14.796
23.838,14.796
24.249,14.796
24.66,14.796
25.071,14.796
25.482,14.796
25.893,14.796
26.304,14.796
26.715,14.796
27.126,14.796
27.537,14.796
27.948,14.796
28.359,14.796
28.77,14.796
29.181,14.796
29.592,14.796
15.618,14.385
16.851,14.385
17.262,14.385
18.084,14.385
20.139,14.385
20.55,14.385
20.961,14.385
21.783,14.385
22.194,14.385
22.605,14.385
23.016,14.385
23.838,14.385
24.249,14.385
24.66,14.385
26.715,14.385
27.537,14.385
27.948,14.385
29.181,14.385
15.207,13.974
16.029,13.974
16.44,13.974
17.673,13.974
18.495,13.974
18.906,13.974
19.317,13.974
19.728,13.974
21.372,13.974
23.427,13.974
25.071,13.974
25.482,13.974
25.893,13.974
26.304,13.974
27.126,13.974
28.359,13.974
28.77,13.974
29.592,13.974
15.618,13.563
16.851,13.563
17.262,13.563
18.084,13.563
20.139,13.563
20.55,13.563
20.961,13.563
21.783,13.563
22.194,13.563
22.605,13.563
23.016,13.563
23.838,13.563
24.249,13.563
24.66,13.563
26.715,13.563
27.537,13.563
27.948,13.563
29.181,13.563
15.618,13.152
16.851,13.152
17.262,13.152
18.084,13.152
20.139,13.152
20.55,13.152
20.961,13.152
21.783,13.152
22.194,13.152
22.605,13.152
23.016,13.152
23.838,13.152
24.249,13.152
24.66,13.152
26.715,13.152
27.537,13.152
27.948,13.152
29.181,13.152
15.207,12.741
16.029,12.741
16.44,12.741
17.673,12.741
18.495,12.741
18.906,12.741
19.317,12.741
19.728,12.741
21.372,12.741
23.427,12.741
25.071,12.741
25.482,12.741
25.893,12.741
26.304,12.741
27.126,12.741
28.359,12.741
28.77,12.741
